name,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07
adam schiff,411,153,24,36,30,45,261,12,24,144,9,102,153,756,735,21,1074,93,591,243,207,282,285,8,267,21,21,33,282,2185,84,36,306,256,6526,1905,1746,3165,2304,5017,3805,1727,651,5382,2934,3059,2261,3334,2285,2533,2211,1494,4923,2136,2973,4907,6625,1503,2640,1665,4283,6174,3692,2849,1892,3424,2541,1813,1429,12251,3776,6331,1236,327,1957,970,3217,6116,2130,996,3765,3974,6018,8404,8028,13307,45683,11903,13549,14211,12067,4025,6415,7764,5435,12250,22075,28444,12074,6600,11019,7114,12390,2949,9956,5073,12328,6428,11778,15326,31649,17822,16600,11388,16307,2293,39422,41872,118162,37468,160992,10569,1586,5100,8711,6201,7083
ainsley earhardt,409,832,1177,834,2919,205,1404,1105,1542,1698,3035,2218,445,1425,2039,1001,3804,3345,3202,1820,591,1298,535,3638,1119,560,3466,3003,3329,2326,3591,5688,3182,1753,3884,4355,3308,1939,4519,1475,3052,1861,5912,6905,3742,9099,5738,6914,7972,7368,5792,10320,6677,7647,8784,7011,7149,8708,9602,7056,4453,6413,6911,6744,5820,5731,5899,5277,5786,4362,323,327,192,829,9170,5618,8995,8109,4775,7924,7240,8840,8950,6907,10001,7555,11181,9107,9352,8494,6975,5673,5221,9472,8458,13171,12267,6565,14084,16168,15837,13082,14827,16268,9142,15212,11786,10452,19843,17960,13001,17709,22621,14768,18827,16938,11542,18184,12845,11680,16270,5586,25137,43857,42930,39475,21490
al sharpton,4638,2069,3421,8349,1845,216,8077,13096,942,3570,2402,2690,5451,877,1436,4630,242,6696,16402,21719,19418,17430,16540,18338,21883,16939,28610,16969,13294,13976,13324,15833,14530,16555,11661,10738,15300,14425,12850,11956,11898,12673,27438,18495,15283,14033,12960,13159,13518,11746,12083,15456,11925,10351,12424,24469,10129,9648,16232,20876,10215,10217,11866,9960,7383,10280,9316,6124,2062,2478,2199,3980,3103,6237,2828,6882,2972,3508,6923,2767,2857,3102,3292,2147,4744,4000,4037,5483,4211,5170,6161,8275,4261,6193,4874,7049,9042,5863,7826,8569,8214,6980,9808,13837,8309,11127,10933,11133,11048,12649,12551,16320,12610,19964,17771,15184,11265,9135,12545,12246,8958,13266,12185,11006,21172,34393,21076
alex witt,14375,7169,7857,13856,9111,5936,8415,10898,10641,8905,8985,5965,9360,7721,11208,9401,13113,8241,8815,8593,8764,7720,7665,7618,8618,6517,8093,6202,5138,6011,6420,3106,7243,6559,10053,7067,7256,7643,7424,7015,5269,5284,6646,7019,9242,5241,7674,8675,8296,6645,8590,7307,7688,6308,8042,10033,6855,6782,9673,6906,5327,5215,5375,6825,8332,3483,7570,5288,7530,4450,8751,6028,5105,3775,6472,11455,8103,8507,9467,4243,7292,8909,5490,2478,7823,6226,4714,8544,2619,4420,9732,8122,11228,10747,8197,9320,12583,10484,14191,9839,12183,10657,15456,7432,10461,10518,10465,9945,10352,10775,12542,8378,7716,11208,7004,5221,8854,7055,10216,11446,5871,9060,9641,9847,11319,10403,10393
ali velshi,16927,20655,22042,29552,7551,8301,15396,35675,34316,25461,33131,32634,34972,17288,25461,28724,28282,19075,52926,48847,15621,31047,15734,23625,14191,9930,9927,10069,17396,7689,12717,3731,10544,14571,13468,21462,18368,6255,11263,2453,21,0,0,3,6,9,0,18,6,3,0,15,21,51,12,0,3,27,6,24,18,3,3,3,18,36,12,9,84,15,12,238,45,6,6,159,328,3836,15,4062,223,870,9162,8148,7555,17610,15820,17682,16018,26876,35879,34590,30231,17769,33205,34197,27226,35220,25238,39254,16897,24533,47022,44896,20980,37948,30579,29072,32822,31805,39569,35581,29068,33393,26307,42430,26834,22786,30349,26337,36541,31044,42792,28412,33925,32181,43112
alisyn camerota,12847,7207,5957,5169,4656,4470,12701,11470,5879,6792,9130,8307,7865,4648,6502,8135,10286,11472,9111,6390,7818,9042,9892,13489,9900,5271,9292,10004,7037,12151,10052,11488,11996,8530,9441,12594,12286,10426,20983,10923,9718,13575,11573,9699,12855,8780,6743,7071,6923,5710,3565,306,159,225,3246,8981,11845,13544,12991,12151,10753,10185,9930,7405,10805,12248,12519,10931,15411,11992,15122,15298,13437,11872,18197,10008,14996,12970,12942,9433,14936,13913,13363,10897,13461,15571,13082,11692,10853,20303,22889,16741,16127,19646,15487,23245,21884,21015,15617,17315,18686,15776,20901,17581,19895,16710,13838,10361,21593,12066,16039,26672,23146,18800,21420,13993,21494,25904,19287,21506,22405,16937,24796,35123,19378,25522,19825
anderson cooper,91901,44743,59318,50052,35134,35098,55242,47131,74708,75709,62430,67083,89959,75412,65472,50309,60970,61959,36254,86653,68001,44558,50019,65065,46436,42019,50743,52157,80662,51730,58217,55366,48369,58889,63027,64191,65463,30224,32727,63169,59708,65916,78342,60508,52763,49215,38230,43765,58292,31723,57458,26449,53179,47302,33873,39629,45254,52074,26371,23329,35574,31347,32287,24035,27455,38147,36531,31714,31153,41822,36487,21626,31289,32516,32062,25812,19994,39678,24770,36760,52899,49911,46031,39211,66540,56806,82762,75113,83168,97969,81137,78228,81385,83819,66088,58479,89118,107446,101352,109042,84156,73980,83484,63804,67593,97943,47031,40830,93777,72699,114299,91462,74418,40012,69692,78929,69550,81589,48672,47457,86750,46834,96907,189771,116042,74360,64130
andrea mitchell,12911,12198,11344,13953,4817,6860,10278,12672,7858,13570,10595,9941,12297,12340,15329,11313,12837,11962,14028,17420,9597,13177,10294,9646,16069,12944,15133,13833,14654,13582,9629,11601,15459,14265,18387,12525,17917,13293,8518,12468,9143,13797,8994,11127,13323,12267,6861,9042,11240,8497,11919,11193,9265,9258,15714,14326,15902,10322,9826,11002,10901,10173,14596,11289,8897,10107,15148,6751,14004,14306,11563,7254,10665,15341,12638,12509,11327,11469,16638,10065,12719,12077,15528,11339,14000,12706,14245,15548,22261,11283,14354,14911,10690,12035,12609,10370,14842,14676,18564,14695,18168,11594,20560,18837,12777,11444,10555,11350,13713,12139,11660,14791,13364,11820,12675,11435,12481,15540,8011,8288,12716,11050,13139,13618,14427,12952,15045
andrew levy,9043,6971,7979,8691,4440,2364,10179,10989,9243,11458,12576,6432,10576,10876,12596,10979,13362,13112,16189,13938,13323,8985,16678,16137,8814,14944,14482,14555,15629,15110,14632,13491,9874,10494,12942,10682,14326,18585,13127,13827,14888,13187,12396,11395,9770,13305,10608,9848,10891,11569,13265,11485,13338,10154,8834,9485,4833,12439,11909,10100,7825,10263,12067,11675,8113,11724,5196,8775,10589,9635,6248,7289,9375,6872,7843,10683,7764,7687,4568,11953,7586,5331,5100,7823,8707,9566,8639,3310,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ari melber,189,48,6,117,21,3,453,780,165,2159,1008,672,891,387,216,1305,768,192,2046,1344,1401,899,1904,4577,4623,2543,4649,2517,2850,6722,6136,3387,7001,5079,7691,9293,3839,3474,5711,7448,8500,11179,9986,11041,7640,9587,7315,12017,14699,17015,19001,20555,19249,21019,13576,6601,6244,4537,7787,14091,5443,6791,12440,10270,7094,13557,7320,11355,8721,6187,7433,12731,6488,8990,8050,5426,9108,8623,7038,7305,6641,9617,11807,20701,14867,23100,20543,12920,23858,22344,20841,21877,18460,26393,18836,27638,29218,25028,38311,29202,33967,33875,41693,35589,28143,26070,33194,34301,31730,38065,54760,43742,29767,35011,32747,26963,29827,45492,40102,37323,41593,30406,37649,29432,41915,35898,40080
barack obama,167530,102878,94243,78310,39276,55035,79211,61630,87532,47037,86159,82737,97512,73032,76976,76663,78554,67355,102168,76645,89339,70214,48460,65014,81108,79847,88450,105166,120743,89761,83276,59238,136813,249590,148852,127177,154587,102819,74437,80530,94537,68965,81454,103140,162013,108128,96816,96535,106962,64083,75351,84160,75270,82085,68687,102155,120849,46625,118959,80612,71250,90556,47298,61429,34988,67701,68464,37448,30454,66305,70342,73891,59797,50554,36695,55794,61833,63030,80386,39204,68588,33415,88055,85821,73562,4109,10263,12153,10828,7685,3171,3732,5554,9417,2552,5568,4491,8821,4539,3356,4088,4504,14939,9464,41024,7258,16106,6919,2997,2527,2715,6376,3021,2943,4202,6741,2770,7237,6857,3322,2764,5510,2223,6332,22606,10040,17058
bernie sanders,1287,1734,1152,1758,2262,603,264,717,1212,1512,1566,6446,2958,1128,2039,3822,2196,3545,6294,3939,3003,4518,2238,3387,1545,4134,972,2619,2925,3672,315,690,1479,735,2853,2182,3918,1759,2073,1265,738,2586,1344,522,3396,4089,3165,3227,3438,999,2793,2511,9741,1695,3550,1470,3492,2682,3440,2175,1675,1900,2613,8597,10057,8390,10723,12204,15208,34740,9809,15100,58586,115953,92179,100873,56891,28364,19877,1206,7115,4155,6179,3962,14542,8739,11068,3963,6769,8013,5779,1193,6167,3458,5758,5216,7211,1818,2848,3206,2901,6640,2218,1801,863,4459,4711,5230,5130,19926,18494,33337,20685,41208,34196,21343,16171,21899,11777,15507,47969,116267,105826,13340,4081,742,5019
bill hemmer,14486,8570,13741,11861,4834,5445,11807,10773,12863,14725,12947,15039,20017,13423,13365,11523,15668,12699,13737,15051,13837,14774,12287,12870,17044,8518,14352,9555,13780,14563,8645,9826,11874,15909,12824,14288,15910,10735,14216,18237,11305,11736,11212,9571,11405,21131,15068,17028,18807,13209,17091,15012,9644,10689,10084,8666,8640,11614,9632,8510,9121,7705,9310,9109,6979,8398,7827,7778,11848,8265,15344,7899,10774,12344,12263,9342,7795,12905,9553,8466,8743,10512,9622,6936,10273,13108,9350,11901,11673,14778,6673,10704,8296,14319,9341,7543,10664,10467,12344,11243,13066,15193,14340,11059,8745,14787,13597,11012,14637,16281,13975,17473,14211,11402,15928,10196,12734,15366,13276,10212,13226,13467,17981,17180,13409,9939,12986
bill o'reilly,60514,56083,53116,39035,26698,32968,48786,40969,54696,64304,47566,55005,63551,52506,59651,47527,54682,45561,48437,40048,61865,58980,51127,56993,51575,58446,57634,54333,55832,41817,57733,40863,49490,52660,53363,54032,67031,53919,67750,53321,65205,37744,64765,48536,56523,54369,38130,36906,46215,45639,45083,46285,36461,39049,39677,28660,39850,44446,34505,37443,44425,43396,38878,43537,38784,43994,51216,33457,42000,52514,36014,32118,42285,33765,29215,40881,42460,42417,33570,20000,34349,39588,36612,17821,36639,35708,36573,30335,90,33,78,90,2578,5247,377,360,45,462,45,102,3,48,60,60,21,90,146,54,46,31,69,96,71,28,28,49,9,41,82,161,20,80,14,54,15,46,40
bob beckel,3963,3093,3338,3397,1238,858,2974,2847,1745,2932,3042,2099,2869,1647,3064,1770,2868,3330,19237,27792,72859,31839,27018,28215,22317,23311,20664,16047,21099,16621,19981,15493,16653,20120,17014,15136,18308,18709,21645,16669,16640,16565,16620,18315,19123,19931,15212,22274,24112,19928,16321,20240,21038,15475,19837,16592,17861,21684,15713,19157,15721,11376,3307,1639,3606,5488,1679,1893,4876,7294,2864,4969,5609,6605,5308,7911,7571,9394,6320,2796,7183,2034,2251,296,4396,5640,4550,6226,10130,27,36,84,21,48,27,48,39,75,24,177,366,120,132,330,378,171,39,894,27,144,231,216,37,169,347,37,42,19,7966,50,55,334,17,1,18,5,76
bret baier,15759,14760,19202,11810,6510,10243,16402,16152,13348,17493,18604,14752,16284,14918,15888,16488,15169,17504,21890,25924,18618,17407,19995,20427,28301,26659,16345,13797,9515,11511,9018,15853,15142,21340,11144,10370,17248,10111,8455,12154,13173,8402,12975,12021,12761,21749,12813,11320,16636,8753,13525,11777,18515,18213,12893,11070,21185,16586,17162,12609,18052,15913,16361,18902,15133,16030,21206,23150,18434,21847,18970,13341,25901,30740,26066,23352,19985,16531,21297,17747,28195,42224,26741,16687,32764,14929,23383,23575,25117,15367,22303,19743,26455,13321,14230,13905,16890,11297,13352,16134,17276,14248,12452,13420,13255,13462,15846,15616,14067,13096,17294,17837,14858,15885,11535,8706,18031,19624,18182,16439,24856,23820,15882,19360,22215,16200,12644
brian kilmeade,16246,13710,14406,14565,7931,6389,12654,11513,15560,15688,15854,13829,16380,16957,18778,18460,18039,17600,11975,9958,15140,16092,18902,13210,18350,14745,16375,15100,16967,16566,12726,17152,20888,16463,24503,14749,22168,18739,17624,22277,19002,15650,21957,18525,22201,25441,22484,15252,21489,19172,20015,22171,23448,20710,16549,12644,20982,20742,10846,16291,18248,12293,16145,16368,12930,13765,10344,10223,14296,16463,17417,15106,14367,18542,19041,12201,14462,13394,4599,13198,12462,13184,15741,11985,16672,21414,18450,17245,14639,13546,10043,14662,16977,44728,24481,29324,35349,33517,32166,41665,32317,29186,24371,30565,21952,32139,28874,21817,38490,36512,31949,37645,34885,31296,27735,29446,33559,35664,30938,31331,31111,21730,46135,62548,55355,51840,58975
brian williams,3797,255,362,400,1815,887,285,2938,1719,262,1247,1635,2803,4074,696,1079,923,494,314,1997,6160,1132,5663,672,581,305,453,1048,2169,1220,1068,450,1034,297,952,1164,303,480,392,3159,796,429,281,221,207,1636,167,645,531,738,380,710,1760,633,518,189,590,276,201,1051,311,24047,292,982,553,3800,54,167,2410,8747,10039,2343,3881,13963,12463,9367,4240,13652,21433,794,10136,14217,11029,9147,15727,13173,23795,19815,39626,33960,28946,31742,26385,28744,24000,29602,27010,32529,37854,24898,31755,30007,26433,26146,30580,34276,31085,23293,27616,29134,29885,27373,27065,25552,25892,22952,23908,33489,26085,28312,35030,28691,28487,52408,41661,42276,38282
brianna keilar,4161,1911,8309,2209,963,945,4271,5002,1444,1857,9428,8612,8703,2002,1583,8174,3546,4903,7579,5187,3638,2583,2135,3664,2395,2883,2916,4257,2712,3253,2004,4816,3175,4170,5704,10933,6962,5125,5971,5337,5047,4423,4321,15635,8015,11903,4339,12487,4232,3721,5650,6926,12097,7403,10657,8739,8105,2379,10047,6084,13448,1330,11840,17202,3512,6635,10340,11202,7486,7354,11705,10643,13929,8145,7364,4180,9736,10896,12825,19393,10097,13816,11608,11690,5959,18407,10867,3832,10545,9390,8641,5568,5850,19000,2125,15770,18890,17861,24368,7961,23853,4012,39,9,69,2207,13199,15231,28216,19721,24347,20940,15202,22891,21609,20889,24456,24334,8584,23307,16342,19437,41633,8762,44998,58416,58589
brooke baldwin,4437,4040,5757,3572,3653,3147,465,2190,1502,11236,15894,13765,14844,14902,19025,18604,16209,22679,18141,26715,23964,21590,26174,23110,25401,16240,19903,21583,19867,16139,18168,15079,17392,23319,13542,12707,17706,17404,15273,16885,17025,21741,21704,22589,25558,27773,18723,31944,51925,37241,32225,34010,37453,36948,43720,44288,29912,39572,28676,42245,27002,32599,28353,32421,34988,45411,35667,31955,30232,35272,29937,20136,36958,23487,29543,34625,41316,23636,16753,43581,29922,39183,40793,33725,31113,39994,22384,39350,41692,30144,32886,45943,27942,31200,48620,27211,50937,29010,36540,36338,24293,40965,43028,44346,33069,32923,41179,21812,55646,45054,40836,42679,48753,37208,28666,43924,30858,42837,22913,21917,31479,29729,15741,15374,23411,29792,26788
carol costello,1342,585,807,1233,564,1586,1077,2989,978,2001,4109,2599,9528,3900,17892,24800,25194,7999,1356,23702,26462,25000,23468,8620,2095,1629,21415,17052,21584,14008,14386,12979,15031,17533,17554,9781,12251,13442,5985,8852,15996,12407,12771,13283,13787,11962,11292,14928,19992,15813,14921,20497,19137,17084,16999,18572,14908,14763,13092,13937,19937,18741,13590,13273,14366,17105,10636,11965,13124,11140,12721,10354,11815,15496,16709,14888,9624,10328,3785,21379,18892,19226,19950,14510,15411,1740,0,6,6,45,9,6,12,36,0,21,9,6,12,15,21,66,48,120,1406,42,6,54,75,12,95,164,94,40,159,20,11,9,1,14,0,2,14,3,3,1,6
charles krauthammer,9654,9103,11796,11044,4778,5227,11470,11620,10772,10407,9306,13644,10509,9791,11036,10979,11982,11736,12029,11738,9748,10764,12799,13494,12238,15040,9504,8920,8053,7870,10302,11181,8787,13351,13323,11019,13365,7338,11629,8199,12331,7303,8919,8118,11742,18310,14910,17823,11603,10230,11181,8669,11189,9846,12866,12077,10590,8753,16199,13308,9916,11174,11809,9690,12064,10011,10553,11375,12530,12638,11460,13724,12910,13368,11686,9546,8664,8633,7980,9967,12781,10046,8060,11272,15265,11205,12441,10348,13669,11615,12125,5695,0,117,51,2404,36,39,3,0,12,16263,2048,0,84,39,96,1760,2,0,25,747,36,16,5,1,23,473,952,441,5,0,1,315,0,0,126
chris christie,306,24,45,1554,386,505,2637,3348,3346,1602,2819,1871,6454,8833,1398,937,1924,13520,2457,8082,16502,22864,1605,4943,6923,13337,1981,3251,2620,1378,3121,11623,1618,15328,9331,3019,10147,8114,2601,1772,6120,10804,3461,8981,2430,4679,30325,5885,129200,43900,32224,7787,6714,3896,4590,558,2743,14734,3656,3923,6845,6528,2638,6111,9877,10570,19164,22308,22917,12977,21931,19642,31776,28135,13266,3081,3439,1191,15237,1128,10073,5543,4765,1295,1859,3821,1757,2234,428,1109,5513,4691,2341,2946,473,1773,372,240,268,720,264,174,117,219,207,196,444,957,13758,8236,4260,1104,1600,292,134,87,939,53,5,977,88,29,26,53,1874,686,95
chris cuomo,3,22,3,6,0,459,0,51,3,24,6,0,45,0,0,3,9,375,0,21,0,6,0,30,0,33,42,9,3,393,3,0,6,18,0,3,6,5376,1711,8059,5437,9468,24442,18695,14801,13328,11809,12705,16062,15272,9438,10426,11404,13664,9400,7492,10650,14700,17917,13903,13130,10613,10102,10520,10890,10792,10044,19632,14822,11359,16898,18112,11263,17084,13470,13596,12340,11142,16216,8858,12124,15625,17247,13653,17540,20203,23004,15385,19583,45298,38558,57698,18876,32739,40060,22298,97991,34482,39579,31058,26649,90862,68755,90430,87372,94592,98301,81914,96409,87552,94943,104872,92294,80143,58287,57376,79829,77223,54587,68455,77402,46515,95407,96629,93232,97516,112124
chris hayes,4086,6051,7398,6888,3499,7440,18539,5200,5532,5290,9414,11560,8810,5288,3276,8363,4304,5563,7671,15209,11011,17259,12666,15512,19178,17230,15221,19188,17476,15993,10564,12337,15596,15937,14205,14768,11362,16640,20583,44598,41845,46129,38940,32573,35360,43142,34228,31956,42231,33174,33003,27043,37794,39310,32485,30241,36554,40163,32197,23594,30195,30706,34709,28253,29871,35063,31862,27535,30798,44144,45918,28579,35847,26133,37781,38149,47673,37383,32745,32982,24712,29972,35317,38792,26865,29115,44665,34813,39999,39059,31771,26923,36535,29424,39155,38479,19713,36201,37549,30444,36442,39840,31480,28091,33910,33980,34767,32953,45569,32838,40316,28948,43071,30299,32211,29195,29011,41068,37533,36135,31540,25012,40579,44649,37052,31686,29071
chris jansing,6625,3948,3,48,0,9338,13131,13713,13430,19884,15614,12134,16784,9161,9859,7496,5575,7913,8639,14483,6033,6894,5342,7585,9152,8334,8894,7168,8403,10298,11543,4890,10632,12955,7939,16614,9820,8521,10164,12088,9702,6175,8982,7358,6792,5496,7346,5525,8114,2423,10543,7476,7543,3512,2634,5022,7807,3189,4314,4632,2831,4020,3061,3849,1921,2800,6480,4709,4317,4320,19657,9364,5321,16747,18456,7651,9891,8359,14980,9083,4018,4020,6915,11529,6038,3311,17774,12562,12707,6222,13559,8454,4962,11606,7312,8512,11069,2828,9521,4696,6477,6110,9929,10516,4980,5594,6953,7115,9303,3226,6596,6263,8472,6928,9054,16626,10406,7664,9651,5621,4312,12582,11270,3639,8563,6119,9468
chris matthews,50883,31482,41527,59068,24899,36892,42787,34801,57625,56542,41492,47552,59192,55981,44118,57377,45071,50747,42475,41995,48089,56596,55914,46183,71594,60127,62489,36635,56369,46717,30904,60181,59038,64902,61609,47700,51422,59430,54790,50858,56099,49343,39063,41517,40542,51870,40632,34857,38578,37719,35414,24329,39399,30340,26678,25514,30622,33308,22804,22222,26850,26188,21263,26264,24162,22800,26742,22905,20984,34586,22749,27798,39588,46264,42192,36187,33215,23718,34505,29346,26781,32853,34642,18388,28802,26559,34673,20293,18741,19586,16564,11182,15506,18747,20854,19623,27967,21904,23545,20656,25547,23464,16169,12389,19717,23765,19392,19387,18570,13402,22846,31937,24724,24775,20888,21578,18925,14212,24216,19053,23884,23423,2331,1585,3237,967,788
chris wallace,10510,8796,9918,16236,4907,7423,10363,11945,12875,11309,9953,11132,13666,7984,10230,12036,14523,15094,6837,11948,14573,17157,11921,12099,20324,13755,13377,11351,8143,11907,9663,9846,19532,15809,12826,10770,6559,11485,17864,12827,12172,12439,8105,8886,12682,12604,12269,13206,9592,10966,14545,9416,12421,17752,7461,11525,9372,9867,14207,11046,7237,8743,13079,11351,15669,14368,4869,14956,9415,15031,11062,7934,12704,15181,12279,14488,12480,11323,7323,12362,11713,19080,14697,15356,13409,18620,14716,16089,14566,8844,15699,10995,9581,7842,8922,10421,15205,14162,9350,13463,7513,13565,11391,6772,15266,13848,16176,12575,8949,15975,13509,11311,13759,10944,11475,5800,11457,14643,18675,17105,14718,12459,11258,10561,13958,19480,13880
christine romans,9711,7327,14276,13251,7849,8427,8180,192,1074,19753,16973,14025,15735,14290,11822,9412,12888,15825,11970,18568,24753,20349,25810,19299,9688,11538,16293,10671,15490,12358,9177,5647,9773,8595,10740,10710,13576,8827,6568,15735,18116,18890,8933,8957,5847,11861,8903,7946,14224,12479,7984,8323,11404,7516,4438,6058,8880,9429,8498,14473,8717,8121,9781,7038,3546,4029,5032,7258,7899,7379,2983,5939,6198,4971,5344,4286,3996,5245,3190,6962,6908,5232,5775,2988,5632,2171,6353,2560,2586,1350,3350,6917,6448,6154,6865,5956,18699,10817,10104,4902,7225,7311,6893,7228,8126,10356,6370,6589,11308,11222,6511,10918,13115,10867,5861,3971,8489,9404,6165,7401,9044,8908,11812,8730,9861,5457,4596
chuck todd,28337,18862,25239,21865,7885,12476,28971,32910,20519,26065,13772,12383,21578,13567,24826,14763,14340,14919,25286,22619,19702,15515,10056,19518,26876,18615,23715,15089,21455,16525,12106,19115,21242,28866,20897,19846,15228,15254,11291,20939,13221,15243,11766,16056,18952,21643,16321,14872,18776,14852,19406,13543,21512,19425,14761,10667,13700,15372,11180,9899,11053,8947,11444,11276,7821,9291,14334,17034,16531,22855,19626,20690,32009,34332,30062,27696,23218,20391,21939,15485,24257,19236,15835,16812,19321,18212,18780,19565,15929,20817,15270,18022,16157,15915,12127,13899,20990,15000,15578,13770,16732,9907,11666,18841,14283,16477,16576,15461,17208,15813,16002,12321,19337,15169,10266,15095,15643,20378,13632,15708,13119,18081,16410,34935,42807,33204,23541
dana bash,5800,5124,16467,5373,2067,5760,408,264,8439,9213,9676,13397,8729,2559,4047,15460,6371,11427,27,33,27,21,81,6123,11079,4365,3891,7438,3603,4236,9100,9777,8616,10191,12926,24191,13872,4749,5876,7063,11520,10122,4313,7792,26280,31690,11881,9550,9823,5427,1912,2554,8599,15452,5007,2204,5080,1725,10027,6516,6289,9156,8981,6122,4951,7611,11181,8664,12988,12876,6167,11843,14613,19925,19583,14983,21256,16169,13533,19559,14877,22409,18365,13054,17363,12316,17536,12813,21257,18466,17527,7134,11385,14302,14710,19806,19349,21621,10434,19284,20079,15824,23933,15063,16356,14195,11478,23898,16088,22782,16439,15015,11333,10991,11262,7139,19547,14907,10930,23325,20692,17610,16208,12085,18887,15188,29723
